Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Richterswil;8805;00;5053;Richterswil;138;ZH;100 %;2695455.000;1229266.000;de;2008-07-01
Bäch SZ;8806;00;5055;Freienbach;1322;SZ;68.946 %;2698201.000;1228984.000;de;2008-07-01
Bäch SZ;8806;00;5055;Wollerau;1323;SZ;31.054 %;2697091.000;1228476.000;de;2008-07-01
Freienbach;8807;00;5056;Freienbach;1322;SZ;100 %;2699798.000;1229037.000;de;2008-07-01
Pfäffikon SZ;8808;00;5057;Freienbach;1322;SZ;100 %;2701398.000;1228486.000;de;2008-07-01
Horgen;8810;00;5058;Horgen;295;ZH;100 %;2687965.000;1234456.000;de;2008-07-01
Horgenberg;8815;00;5062;Horgen;295;ZH;100 %;2686845.000;1233558.000;de;2008-07-01
Hirzel;8816;00;5063;Horgen;295;ZH;100 %;2688555.000;1230111.000;de;2008-07-01
Wädenswil;8820;00;5064;Wädenswil;293;ZH;100 %;2693123.000;1231304.000;de;2008-07-01
Schönenberg ZH;8824;00;5066;Wädenswil;293;ZH;100 %;2691396.000;1227829.000;de;2008-07-01
Hütten;8825;00;5067;Wädenswil;293;ZH;100 %;2692895.000;1225759.000;de;2008-07-01
Wollerau;8832;00;5068;Wollerau;1323;SZ;99.635 %;2696588.000;1227942.000;de;2008-07-01
Wollerau;8832;00;5068;Feusisberg;1321;SZ;0.228 %;2696693.000;1226901.000;de;2008-07-01
Wollerau;8832;00;5068;Freienbach;1322;SZ;0.137 %;2699484.000;1228080.000;de;2008-07-01
Wilen b. Wollerau;8832;02;6218;Freienbach;1322;SZ;100 %;2698181.000;1228178.000;de;2008-07-01
Samstagern;8833;00;5069;Richterswil;138;ZH;99.228 %;2694101.000;1227741.000;de;2008-07-01
Samstagern;8833;00;5069;Wollerau;1323;SZ;0.772 %;2695173.000;1227930.000;de;2008-07-01
Schindellegi;8834;00;5070;Feusisberg;1321;SZ;96.479 %;2696643.000;1226018.000;de;2008-07-01
Schindellegi;8834;00;5070;Wollerau;1323;SZ;3.521 %;2694999.000;1225831.000;de;2008-07-01
Feusisberg;8835;00;5071;Feusisberg;1321;SZ;100 %;2699167.000;1226896.000;de;2008-07-01
Bennau;8836;00;5072;Einsiedeln;1301;SZ;90.896 %;2697648.000;1222758.000;de;2008-07-01
Bennau;8836;00;5072;Oberägeri;1706;ZG;5.058 %;2694983.000;1222749.000;de;2008-07-01
Bennau;8836;00;5072;Feusisberg;1321;SZ;4.046 %;2697317.000;1223526.000;de;2008-07-01
Einsiedeln;8840;00;5074;Einsiedeln;1301;SZ;100 %;2699212.000;1220752.000;de;2008-07-01
Trachslau;8840;02;5076;Einsiedeln;1301;SZ;100 %;2697775.000;1217672.000;de;2008-07-01
Gross;8841;00;5080;Einsiedeln;1301;SZ;100 %;2701264.000;1219067.000;de;2008-07-01
Unteriberg;8842;00;5083;Unteriberg;1375;SZ;92.616 %;2703681.000;1212861.000;de;2008-07-01
Unteriberg;8842;00;5083;Oberiberg;1368;SZ;6.822 %;2705336.703;1207993.514;de;2008-07-01
Unteriberg;8842;00;5083;Schwyz;1372;SZ;0.562 %;2701719.000;1206305.000;de;2008-07-01
Oberiberg;8843;00;5085;Oberiberg;1368;SZ;94.11 %;2701845.000;1210729.000;de;2008-07-01
Oberiberg;8843;00;5085;Schwyz;1372;SZ;5.89 %;2698454.000;1207688.000;de;2008-07-01
Euthal;8844;00;5081;Einsiedeln;1301;SZ;99.23 %;2704456.000;1217005.000;de;2008-07-01
Euthal;8844;00;5081;Unteriberg;1375;SZ;0.77 %;2707423.000;1214280.000;de;2008-07-01
Studen SZ;8845;00;5082;Unteriberg;1375;SZ;100 %;2706646.000;1214121.000;de;2008-07-01
Willerzell;8846;00;5078;Einsiedeln;1301;SZ;98.977 %;2703077.000;1220876.000;de;2008-07-01
Willerzell;8846;00;5078;Altendorf;1341;SZ;1.023 %;2705272.000;1223008.000;de;2008-07-01
Egg SZ;8847;00;5079;Einsiedeln;1301;SZ;99.396 %;2701577.000;1224041.000;de;2008-07-01
Egg SZ;8847;00;5079;Feusisberg;1321;SZ;0.604 %;2699848.000;1225430.000;de;2008-07-01
Alpthal;8849;00;5077;Alpthal;1361;SZ;100 %;2696530.000;1212424.000;de;2008-07-01
Altendorf;8852;00;5086;Altendorf;1341;SZ;100 %;2705117.000;1227385.000;de;2008-07-01
Lachen SZ;8853;00;5087;Lachen;1344;SZ;98.747 %;2707364.000;1227727.000;de;2008-07-01
Lachen SZ;8853;00;5087;Wangen (SZ);1349;SZ;0.683 %;2707876.232;1228912.974;de;2008-07-01
Lachen SZ;8853;00;5087;Galgenen;1342;SZ;0.569 %;2707885.059;1227025.808;de;2008-07-01
Siebnen;8854;00;5088;Schübelbach;1346;SZ;51.344 %;2711064.000;1225832.000;de;2008-07-01
Siebnen;8854;00;5088;Galgenen;1342;SZ;25.3 %;2710208.000;1225825.000;de;2008-07-01
Siebnen;8854;00;5088;Wangen (SZ);1349;SZ;23.357 %;2710534.000;1226490.000;de;2008-07-01
Galgenen;8854;02;5089;Galgenen;1342;SZ;100 %;2708758.000;1226143.000;de;2008-07-01
Wangen SZ;8855;00;5090;Wangen (SZ);1349;SZ;93.88 %;2710114.000;1227903.000;de;2008-07-01
Wangen SZ;8855;00;5090;Tuggen;1347;SZ;5.615 %;2711708.000;1227905.000;de;2008-07-01
Wangen SZ;8855;00;5090;Schübelbach;1346;SZ;0.505 %;2711524.000;1226920.000;de;2008-07-01
Tuggen;8856;00;5091;Tuggen;1347;SZ;100 %;2713892.000;1228966.000;de;2008-07-01
Vorderthal;8857;00;5092;Vorderthal;1348;SZ;100 %;2710759.000;1220428.000;de;2008-07-01
Innerthal;8858;00;5093;Innerthal;1343;SZ;100 %;2712597.763;1212623.399;de;2008-07-01
Schübelbach;8862;00;5094;Schübelbach;1346;SZ;100 %;2713008.000;1225846.000;de;2008-07-01
Buttikon SZ;8863;00;5096;Schübelbach;1346;SZ;99.168 %;2714648.000;1225911.000;de;2008-07-01
Buttikon SZ;8863;00;5096;Benken (SG);3312;SG;0.832 %;2715496.000;1226548.000;de;2008-07-01
Reichenburg;8864;00;5097;Reichenburg;1345;SZ;100 %;2716818.000;1225395.000;de;2008-07-01
Bilten;8865;00;5098;Glarus Nord;1630;GL;100 %;2720161.000;1223378.000;de;2008-07-01
Ziegelbrücke;8866;00;5099;Glarus Nord;1630;GL;69.884 %;2723000.000;1221575.000;de;2008-07-01
Ziegelbrücke;8866;00;5099;Schänis;3315;SG;30.116 %;2723122.000;1221895.000;de;2008-07-01
Niederurnen;8867;00;5100;Glarus Nord;1630;GL;100 %;2722541.000;1220698.000;de;2008-07-01
Oberurnen;8868;00;5101;Glarus Nord;1630;GL;100 %;2723019.000;1219492.000;de;2008-07-01
Weesen;8872;00;5102;Weesen;3316;SG;66.95 %;2725846.000;1221839.000;de;2008-07-01
Weesen;8872;00;5102;Amden;3311;SG;21.699 %;2726676.228;1222529.948;de;2008-07-01
Weesen;8872;00;5102;Glarus Nord;1630;GL;11.351 %;2725375.000;1221076.000;de;2008-07-01
Amden;8873;00;5104;Amden;3311;SG;100 %;2729997.000;1223468.000;de;2008-07-01
Mühlehorn;8874;00;5105;Glarus Nord;1630;GL;100 %;2731880.000;1219568.000;de;2008-07-01
Murg;8877;00;5108;Quarten;3295;SG;100 %;2734679.000;1219276.000;de;2008-07-01
Quinten;8878;00;5109;Quarten;3295;SG;97.753 %;2734905.000;1221444.000;de;2008-07-01
Quinten;8878;00;5109;Walenstadt;3298;SG;2.247 %;2737579.000;1221537.000;de;2008-07-01
Walenstadt;8880;00;5110;Walenstadt;3298;SG;100 %;2742385.000;1220903.000;de;2008-07-01
Walenstadtberg;8881;01;5112;Walenstadt;3298;SG;100 %;2740069.000;1222377.000;de;2008-07-01
Tscherlach;8881;06;5114;Walenstadt;3298;SG;100 %;2743947.000;1220373.000;de;2008-07-01
Unterterzen;8882;00;5115;Quarten;3295;SG;100 %;2737470.000;1219518.000;de;2008-07-01
Quarten;8883;00;5116;Quarten;3295;SG;100 %;2736660.000;1218865.000;de;2008-07-01
Oberterzen;8884;00;5117;Quarten;3295;SG;100 %;2738184.000;1218175.000;de;2008-07-01
Mols;8885;00;5118;Quarten;3295;SG;100 %;2739798.000;1219508.000;de;2008-07-01
Mädris-Vermol;8886;00;5121;Mels;3293;SG;100 %;2747516.000;1212432.000;de;2008-07-01
Mels;8887;00;5119;Mels;3293;SG;100 %;2750600.000;1212421.000;de;2008-07-01
Heiligkreuz (Mels);8888;00;5123;Mels;3293;SG;99.174 %;2750063.000;1213820.000;de;2008-07-01
Heiligkreuz (Mels);8888;00;5123;Flums;3292;SG;0.236 %;2748312.000;1215409.000;de;2008-07-01
Heiligkreuz (Mels);8888;00;5123;Sargans;3296;SG;0.59 %;2750571.000;1213568.000;de;2008-07-01
Plons;8889;00;5122;Mels;3293;SG;100 %;2748617.000;1213794.000;de;2008-07-01
Flums;8890;00;5124;Flums;3292;SG;99.583 %;2744582.000;1217506.000;de;2008-07-01
Flums;8890;00;5124;Walenstadt;3298;SG;0.417 %;2744888.000;1218350.000;de;2008-07-01
Berschis;8892;00;5125;Walenstadt;3298;SG;99.287 %;2744720.000;1219068.000;de;2008-07-01
Berschis;8892;00;5125;Flums;3292;SG;0.713 %;2745723.000;1218293.000;de;2008-07-01
Flums Hochwiese;8893;00;5126;Flums;3292;SG;99.725 %;2746603.000;1216671.000;de;2008-07-01
Flums Hochwiese;8893;00;5126;Walenstadt;3298;SG;0.275 %;2747087.000;1217034.000;de;2008-07-01
Flumserberg Saxli;8894;00;5127;Flums;3292;SG;100 %;2745310.000;1215360.000;de;2008-07-01
Flumserberg Portels;8895;00;5128;Flums;3292;SG;100 %;2743953.000;1216004.000;de;2008-07-01
Flumserberg Bergheim;8896;00;5129;Flums;3292;SG;95.408 %;2742348.000;1217571.000;de;2008-07-01
Flumserberg Bergheim;8896;00;5129;Quarten;3295;SG;4.252 %;2740368.000;1218178.000;de;2008-07-01
Flumserberg Bergheim;8896;00;5129;Walenstadt;3298;SG;0.34 %;2741788.000;1218731.000;de;2008-07-01
Flumserberg Tannenheim;8897;00;5130;Flums;3292;SG;100 %;2741573.000;1216772.000;de;2008-07-01
Flumserberg Tannenbodenalp;8898;00;5131;Quarten;3295;SG;90.21 %;2739938.000;1217497.000;de;2008-07-01
Flumserberg Tannenbodenalp;8898;00;5131;Flums;3292;SG;9.79 %;2737943.747;1214247.418;de;2008-07-01
Urdorf;8902;00;5132;Urdorf;250;ZH;98.535 %;2674505.000;1248879.000;de;2008-07-01
Urdorf;8902;00;5132;Schlieren;247;ZH;1.465 %;2675207.000;1249331.000;de;2008-07-01
Birmensdorf ZH;8903;00;5133;Birmensdorf (ZH);242;ZH;100 %;2675886.000;1245427.000;de;2008-07-01
Aesch ZH;8904;00;5134;Aesch (ZH);241;ZH;100 %;2675703.000;1243359.000;de;2008-07-01
Islisberg;8905;02;5981;Islisberg;4084;AG;100 %;2675648.000;1241823.000;de;2008-07-01
Arni AG;8905;03;6062;Arni (AG);4061;AG;100 %;2674340.000;1241220.000;de;2008-07-01
Bonstetten;8906;00;5137;Bonstetten;3;ZH;100 %;2678007.000;1241501.000;de;2008-07-01
Wettswil;8907;00;5139;Wettswil am Albis;14;ZH;100 %;2678369.000;1243233.000;de;2008-07-01
Hedingen;8908;00;5140;Hedingen;5;ZH;100 %;2676372.000;1239051.000;de;2008-07-01
Zwillikon;8909;00;5142;Affoltern am Albis;2;ZH;100 %;2675354.000;1237979.000;de;2008-07-01
Affoltern am Albis;8910;00;5141;Affoltern am Albis;2;ZH;99.738 %;2676733.000;1236873.000;de;2008-07-01
Affoltern am Albis;8910;00;5141;Obfelden;10;ZH;0.262 %;2675663.000;1236085.000;de;2008-07-01
Rifferswil;8911;00;5143;Rifferswil;12;ZH;100 %;2680019.000;1233120.000;de;2008-07-01
Obfelden;8912;00;5144;Obfelden;10;ZH;100 %;2674499.000;1235258.000;de;2008-07-01
Ottenbach;8913;00;5145;Ottenbach;11;ZH;100 %;2673199.000;1237084.000;de;2008-07-01
Aeugst am Albis;8914;00;5146;Aeugst am Albis;1;ZH;100 %;2679222.000;1235818.000;de;2008-07-01
Aeugstertal;8914;02;5147;Aeugst am Albis;1;ZH;100 %;2679337.000;1237448.000;de;2008-07-01
Hausen am Albis;8915;00;5148;Hausen am Albis;4;ZH;99.925 %;2682810.000;1233309.000;de;2008-07-01
Hausen am Albis;8915;00;5148;Horgen;295;ZH;0.075 %;2683730.308;1233941.651;de;2008-07-01
Jonen;8916;00;5149;Jonen;4071;AG;100 %;2672240.000;1238943.000;de;2008-07-01
Oberlunkhofen;8917;00;5150;Oberlunkhofen;4073;AG;100 %;2672127.000;1240562.000;de;2008-07-01
Unterlunkhofen;8918;00;5152;Unterlunkhofen;4079;AG;100 %;2671261.000;1241675.000;de;2008-07-01
Rottenschwil;8919;00;5153;Rottenschwil;4238;AG;100 %;2669911.000;1240810.000;de;2008-07-01
Ebertswil;8925;00;5154;Hausen am Albis;4;ZH;100 %;2684200.000;1231231.000;de;2008-07-01
Kappel am Albis;8926;00;5155;Kappel am Albis;6;ZH;100 %;2682575.000;1231364.000;de;2008-07-01
Hauptikon;8926;02;6226;Kappel am Albis;6;ZH;100 %;2680038.000;1231604.000;de;2008-07-01
Uerzlikon;8926;03;6227;Kappel am Albis;6;ZH;100 %;2680237.000;1230639.000;de;2008-07-01
Mettmenstetten;8932;00;5156;Mettmenstetten;9;ZH;100 %;2677643.000;1233283.000;de;2008-07-01
Maschwanden;8933;00;5157;Maschwanden;8;ZH;100 %;2674820.000;1231981.000;de;2008-07-01
Knonau;8934;00;5158;Knonau;7;ZH;100 %;2677495.000;1230750.000;de;2008-07-01
Oberrieden;8942;00;5159;Oberrieden;137;ZH;100 %;2686102.000;1236721.000;de;2008-07-01
Fahrweid;8951;00;5162;Weiningen (ZH);251;ZH;49.087 %;2673669.000;1251378.000;de;2008-07-01
Fahrweid;8951;00;5162;Geroldswil;244;ZH;36.308 %;2673643.000;1251793.000;de;2008-07-01
Fahrweid;8951;00;5162;Unterengstringen;249;ZH;14.604 %;2673675.000;1250865.000;de;2008-07-01
Schlieren;8952;00;5163;Schlieren;247;ZH;99.342 %;2676041.000;1250175.000;de;2008-07-01
Schlieren;8952;00;5163;Zürich;261;ZH;0.658 %;2677661.000;1250548.000;de;2008-07-01
Dietikon;8953;00;5166;Dietikon;243;ZH;99.747 %;2672513.000;1250576.000;de;2008-07-01
Dietikon;8953;00;5166;Spreitenbach;4040;AG;0.253 %;2671203.000;1250883.000;de;2008-07-01
Geroldswil;8954;00;5169;Geroldswil;244;ZH;100 %;2673332.000;1252934.000;de;2008-07-01
Oetwil an der Limmat;8955;00;5170;Oetwil an der Limmat;246;ZH;100 %;2672274.000;1253522.000;de;2008-07-01
Killwangen;8956;00;5171;Killwangen;4030;AG;100 %;2668748.000;1253824.000;de;2008-07-01
Spreitenbach;8957;00;5173;Spreitenbach;4040;AG;100 %;2670048.000;1252489.000;de;2008-07-01
Bergdietikon;8962;00;5174;Bergdietikon;4023;AG;100 %;2671423.000;1249542.000;de;2008-07-01
Rudolfstetten;8964;00;5176;Rudolfstetten-Friedlisberg;4075;AG;99.578 %;2671009.000;1246801.000;de;2008-07-01
Rudolfstetten;8964;00;5176;Berikon;4062;AG;0.422 %;2671685.000;1245811.000;de;2008-07-01
Berikon;8965;00;5177;Berikon;4062;AG;100 %;2670397.000;1245231.000;de;2008-07-01
Oberwil-Lieli;8966;00;5178;Oberwil-Lieli;4074;AG;100 %;2672160.000;1243547.000;de;2008-07-01
Widen;8967;00;5179;Widen;4081;AG;99.492 %;2669534.000;1246675.000;de;2008-07-01
Widen;8967;00;5179;Bergdietikon;4023;AG;0.338 %;2669948.000;1248664.000;de;2008-07-01
Widen;8967;00;5179;Bellikon;4022;AG;0.169 %;2669178.000;1247716.000;de;2008-07-01
St. Gallen;9000;00;5189;St. Gallen;3203;SG;100 %;2745932.000;1254314.000;de;2008-07-01
St. Gallen;9008;00;5212;St. Gallen;3203;SG;91.98 %;2747149.000;1256024.000;de;2008-07-01
St. Gallen;9008;00;5212;Wittenbach;3204;SG;8.02 %;2747456.000;1256750.000;de;2008-07-01
St. Gallen;9010;00;5214;St. Gallen;3203;SG;100 %;2746235.000;1256065.000;de;2008-07-01
St. Gallen;9011;00;5215;St. Gallen;3203;SG;100 %;2747415.000;1253619.000;de;2008-07-01
St. Gallen;9012;00;5216;St. Gallen;3203;SG;96.672 %;2745266.000;1252737.000;de;2008-07-01
St. Gallen;9012;00;5216;Teufen (AR);3024;AR;3.328 %;2745728.000;1252403.000;de;2008-07-01
St. Gallen;9014;00;5218;St. Gallen;3203;SG;99.346 %;2743052.000;1252369.000;de;2008-07-01
St. Gallen;9014;00;5218;Stein (AR);3005;AR;0.654 %;2742522.000;1251698.000;de;2008-07-01
St. Gallen;9015;00;5219;St. Gallen;3203;SG;95.798 %;2740977.000;1252102.000;de;2008-07-01
St. Gallen;9015;00;5219;Gossau (SG);3443;SG;4.202 %;2739634.000;1252238.000;de;2008-07-01
St. Gallen;9016;00;5220;St. Gallen;3203;SG;100 %;2748689.000;1256186.000;de;2008-07-01
Abtwil SG;9030;00;5221;Gaiserwald;3442;SG;99.869 %;2742014.000;1254308.000;de;2008-07-01
Abtwil SG;9030;00;5221;St. Gallen;3203;SG;0.065 %;2742536.000;1253750.000;de;2008-07-01
Abtwil SG;9030;00;5221;Gossau (SG);3443;SG;0.065 %;2740118.000;1254604.000;de;2008-07-01
St. Josefen;9030;03;9110;Gaiserwald;3442;SG;100 %;2743120.000;1254403.000;de;2010-05-31
Engelburg;9032;00;5222;Gaiserwald;3442;SG;98.29 %;2743896.000;1256243.000;de;2008-07-01
Engelburg;9032;00;5222;Waldkirch;3444;SG;1.71 %;2742241.000;1257588.000;de;2008-07-01
Untereggen;9033;00;5223;Untereggen;3219;SG;100 %;2751565.000;1257671.000;de;2008-07-01
Eggersriet;9034;00;5224;Eggersriet;3212;SG;99.667 %;2753153.000;1256564.000;de;2008-07-01
Eggersriet;9034;00;5224;Rehetobel;3034;AR;0.333 %;2752959.000;1255913.000;de;2008-07-01
Grub AR;9035;00;5225;Grub (AR);3031;AR;99.433 %;2756066.000;1256994.000;de;2008-07-01
Grub AR;9035;00;5225;Eggersriet;3212;SG;0.567 %;2755341.000;1256834.000;de;2008-07-01
Grub SG;9036;00;5226;Eggersriet;3212;SG;98.588 %;2756377.000;1257934.000;de;2008-07-01
Grub SG;9036;00;5226;Heiden;3032;AR;1.412 %;2757584.000;1258252.000;de;2008-07-01
Speicherschwendi;9037;00;5227;Speicher;3023;AR;92.143 %;2750926.000;1254708.000;de;2008-07-01
Speicherschwendi;9037;00;5227;St. Gallen;3203;SG;5.952 %;2750372.000;1254565.000;de;2008-07-01
Speicherschwendi;9037;00;5227;Rehetobel;3034;AR;0.952 %;2751946.000;1255288.000;de;2008-07-01
Speicherschwendi;9037;00;5227;Eggersriet;3212;SG;0.952 %;2751857.000;1255425.000;de;2008-07-01
Rehetobel;9038;00;5228;Rehetobel;3034;AR;94.863 %;2754147.000;1254881.000;de;2008-07-01
Rehetobel;9038;00;5228;Grub (AR);3031;AR;4.694 %;2756505.000;1255502.000;de;2008-07-01
Rehetobel;9038;00;5228;Heiden;3032;AR;0.443 %;2756829.000;1255366.000;de;2008-07-01
Speicher;9042;00;5230;Speicher;3023;AR;97.11 %;2751277.000;1253204.000;de;2008-07-01
Speicher;9042;00;5230;St. Gallen;3203;SG;2.755 %;2750069.000;1253892.000;de;2008-07-01
Speicher;9042;00;5230;Teufen (AR);3024;AR;0.134 %;2750681.000;1251300.000;de;2008-07-01
Trogen;9043;00;5231;Trogen;3025;AR;98.383 %;2752973.000;1252429.000;de;2008-07-01
Trogen;9043;00;5231;Bühler;3021;AR;0.936 %;2751776.000;1250766.000;de;2008-07-01
Trogen;9043;00;5231;Wald (AR);3036;AR;0.426 %;2755308.000;1252653.000;de;2008-07-01
Trogen;9043;00;5231;Gais;3022;AR;0.255 %;2753064.000;1250645.000;de;2008-07-01
Wald AR;9044;00;5233;Wald (AR);3036;AR;100 %;2755227.000;1253639.000;de;2008-07-01
Appenzell;9050;00;5234;Appenzell;3101;AI;58.828 %;2748674.000;1244133.000;de;2008-07-01
Appenzell;9050;00;5234;Schwende-Rüte;3112;AI;38.665 %;2749675.000;1243723.000;de;2008-07-01
Appenzell;9050;00;5234;Gonten;3102;AI;2.366 %;2747418.000;1245179.000;de;2008-07-01
Appenzell;9050;00;5234;Schlatt-Haslen;3104;AI;0.141 %;2747489.000;1245903.000;de;2008-07-01
Appenzell Eggerstanden;9050;02;8983;Schwende-Rüte;3112;AI;100 %;2753221.000;1244437.000;de;2009-01-01
Appenzell Enggenhütten;9050;03;8984;Schlatt-Haslen;3104;AI;100 %;2745225.000;1246288.000;de;2009-01-01
Appenzell Meistersrüte;9050;05;8985;Appenzell;3101;AI;95.962 %;2750388.000;1245973.000;de;2009-01-01
Appenzell Meistersrüte;9050;05;8985;Schwende-Rüte;3112;AI;4.038 %;2752304.485;1245435.310;de;2009-01-01
Appenzell Steinegg;9050;06;8986;Schwende-Rüte;3112;AI;100 %;2750966.000;1243139.000;de;2009-01-01
Appenzell Schlatt;9050;07;8987;Schlatt-Haslen;3104;AI;99.029 %;2747976.000;1246720.000;de;2009-01-01
Appenzell Schlatt;9050;07;8987;Appenzell;3101;AI;0.971 %;2749470.000;1246790.000;de;2009-01-01
Niederteufen;9052;00;5235;Teufen (AR);3024;AR;99.003 %;2745514.000;1250822.000;de;2008-07-01
Niederteufen;9052;00;5235;Schlatt-Haslen;3104;AI;0.997 %;2745233.000;1250182.000;de;2008-07-01
Teufen AR;9053;00;5236;Teufen (AR);3024;AR;98.233 %;2747375.000;1250677.000;de;2008-07-01
Teufen AR;9053;00;5236;Schlatt-Haslen;3104;AI;1.767 %;2747638.000;1249198.000;de;2008-07-01
Haslen AI;9054;00;5237;Schlatt-Haslen;3104;AI;100 %;2746125.000;1248117.000;de;2008-07-01
Bühler;9055;00;5238;Bühler;3021;AR;86.489 %;2749664.000;1248990.000;de;2008-07-01
Bühler;9055;00;5238;Schlatt-Haslen;3104;AI;6.596 %;2748146.087;1248590.161;de;2008-07-01
Bühler;9055;00;5238;Gais;3022;AR;6.277 %;2751063.000;1249136.000;de;2008-07-01
Bühler;9055;00;5238;Teufen (AR);3024;AR;0.638 %;2748230.000;1249399.000;de;2008-07-01
Gais;9056;00;5239;Gais;3022;AR;98.276 %;2752404.000;1247725.000;de;2008-07-01
Gais;9056;00;5239;Schlatt-Haslen;3104;AI;1.168 %;2750484.000;1247970.000;de;2008-07-01
Gais;9056;00;5239;Appenzell;3101;AI;0.556 %;2752356.470;1246362.210;de;2008-07-01
Weissbad;9057;00;5241;Schwende-Rüte;3112;AI;100 %;2750329.000;1240930.000;de;2008-07-01
Schwende;9057;02;5970;Schwende-Rüte;3112;AI;100 %;2750949.000;1240582.000;de;2008-07-01
Wasserauen;9057;03;8988;Schwende-Rüte;3112;AI;100 %;2748643.000;1237151.000;de;2009-01-01
Brülisau;9058;00;5243;Schwende-Rüte;3112;AI;99.476 %;2752981.000;1240726.000;de;2008-07-01
Brülisau;9058;00;5243;Altstätten;3251;SG;0.524 %;2754848.000;1239006.000;de;2008-07-01
Lustmühle;9062;00;5244;Teufen (AR);3024;AR;100 %;2744818.000;1251498.000;de;2008-07-01
Stein AR;9063;00;5245;Stein (AR);3005;AR;99.353 %;2743810.000;1248756.000;de;2008-07-01
Stein AR;9063;00;5245;Hundwil;3002;AR;0.647 %;2743993.000;1246859.000;de;2008-07-01
Hundwil;9064;00;5246;Hundwil;3002;AR;100 %;2742013.000;1246922.000;de;2008-07-01
Herisau;9100;00;5247;Herisau;3001;AR;99.354 %;2738996.000;1249943.000;de;2008-07-01
Herisau;9100;00;5247;Waldstatt;3007;AR;0.304 %;2738060.000;1247111.000;de;2008-07-01
Herisau;9100;00;5247;Gossau (SG);3443;SG;0.209 %;2739809.083;1251556.967;de;2008-07-01
Herisau;9100;00;5247;Schwellbrunn;3004;AR;0.133 %;2736410.653;1247808.488;de;2008-07-01
Schwellbrunn;9103;00;5250;Schwellbrunn;3004;AR;98.422 %;2736334.000;1246015.000;de;2008-07-01
Schwellbrunn;9103;00;5250;Urnäsch;3006;AR;0.888 %;2738681.000;1244787.000;de;2008-07-01
Schwellbrunn;9103;00;5250;Neckertal;3396;SG;0.592 %;2732846.000;1245470.000;de;2008-07-01
Schwellbrunn;9103;00;5250;Waldstatt;3007;AR;0.099 %;2738137.000;1246435.000;de;2008-07-01
Waldstatt;9104;00;5251;Waldstatt;3007;AR;99.496 %;2739440.000;1246774.000;de;2008-07-01
Waldstatt;9104;00;5251;Urnäsch;3006;AR;0.302 %;2738905.000;1245005.000;de;2008-07-01
Waldstatt;9104;00;5251;Schwellbrunn;3004;AR;0.201 %;2738302.000;1245195.000;de;2008-07-01
Schönengrund;9105;00;5253;Neckertal;3396;SG;52.158 %;2734703.000;1243571.000;de;2008-07-01
Schönengrund;9105;00;5253;Schönengrund;3003;AR;43.165 %;2735221.000;1243126.000;de;2008-07-01
Schönengrund;9105;00;5253;Schwellbrunn;3004;AR;4.676 %;2735826.000;1244065.000;de;2008-07-01
Urnäsch;9107;00;5255;Urnäsch;3006;AR;84.101 %;2738924.000;1241731.000;de;2008-07-01
Urnäsch;9107;00;5255;Hundwil;3002;AR;13.948 %;2741157.000;1242906.000;de;2008-07-01
Urnäsch;9107;00;5255;Nesslau;3360;SG;0.996 %;2741180.000;1235336.000;de;2008-07-01
Urnäsch;9107;00;5255;Neckertal;3396;SG;0.374 %;2734621.000;1239543.000;de;2008-07-01
Urnäsch;9107;00;5255;Schwende-Rüte;3112;AI;0.208 %;2743018.889;1238328.526;de;2008-07-01
Urnäsch;9107;00;5255;Schönengrund;3003;AR;0.208 %;2737007.000;1243366.000;de;2008-07-01
Urnäsch;9107;00;5255;Wildhaus-Alt St. Johann;3359;SG;0.166 %;2743071.000;1234807.000;de;2008-07-01
Gonten;9108;00;5259;Gonten;3102;AI;96.763 %;2744119.000;1243621.000;de;2008-07-01
Gonten;9108;00;5259;Schwende-Rüte;3112;AI;2.726 %;2744985.000;1240488.000;de;2008-07-01
Gonten;9108;00;5259;Hundwil;3002;AR;0.341 %;2742858.000;1243980.000;de;2008-07-01
Gonten;9108;00;5259;Schlatt-Haslen;3104;AI;0.17 %;2744183.000;1245547.000;de;2008-07-01
Gontenbad;9108;02;8990;Gonten;3102;AI;100 %;2746030.000;1244137.000;de;2009-01-01
Jakobsbad;9108;03;8992;Gonten;3102;AI;100 %;2742868.000;1242271.000;de;2009-01-01
Schachen b. Herisau;9112;00;5261;Herisau;3001;AR;100 %;2736102.000;1249462.000;de;2008-07-01
Degersheim;9113;00;5262;Degersheim;3401;SG;93.829 %;2732940.000;1248559.000;de;2008-07-01
Degersheim;9113;00;5262;Neckertal;3396;SG;4.424 %;2731383.000;1248178.000;de;2008-07-01
Degersheim;9113;00;5262;Schwellbrunn;3004;AR;1.311 %;2732940.000;1246925.000;de;2008-07-01
Degersheim;9113;00;5262;Flawil;3402;SG;0.437 %;2734437.000;1249850.000;de;2008-07-01
